"Coverage Properties"
"LatLon Region Coverage                                             "
"Grid Altitude: 0.0000 (km)                                         "
"Ground Altitude set from grid altitude reference (On ellipsoid)    "
"Resolution: 0.5000 (deg)                                           "
"Number of Points: 10206                                            "
"Assets required for a valid access: At Least 1                     "
"Assigned Assets:                                                   "
"    Constellation/C4:    Active                                    "
"        Satellite/C4_P1_S1:    Active                              "
"        Satellite/C4_P1_S2:    Active                              "
"        Satellite/C4_P1_S3:    Active                              "
"        Satellite/C4_P1_S4:    Active                              "
"        Satellite/C4_P1_S5:    Active                              "
"        Satellite/C4_P1_S6:    Active                              "
"        Satellite/C4_P1_S7:    Active                              "
"        Satellite/C4_P1_S8:    Active                              "
"        Satellite/C4_P2_S1:    Active                              "
"        Satellite/C4_P2_S2:    Active                              "
"        Satellite/C4_P2_S3:    Active                              "
"        Satellite/C4_P2_S4:    Active                              "
"        Satellite/C4_P2_S5:    Active                              "
"        Satellite/C4_P2_S6:    Active                              "
"        Satellite/C4_P2_S7:    Active                              "
"        Satellite/C4_P2_S8:    Active                              "
"        Satellite/C4_P3_S1:    Active                              "
"        Satellite/C4_P3_S2:    Active                              "
"        Satellite/C4_P3_S3:    Active                              "
"        Satellite/C4_P3_S4:    Active                              "
"        Satellite/C4_P3_S5:    Active                              "
"        Satellite/C4_P3_S6:    Active                              "
"        Satellite/C4_P3_S7:    Active                              "
"        Satellite/C4_P3_S8:    Active                              "
"        Satellite/C4_P4_S1:    Active                              "
"        Satellite/C4_P4_S2:    Active                              "
"        Satellite/C4_P4_S3:    Active                              "
"        Satellite/C4_P4_S4:    Active                              "
"        Satellite/C4_P4_S5:    Active                              "
"        Satellite/C4_P4_S6:    Active                              "
"        Satellite/C4_P4_S7:    Active                              "
"        Satellite/C4_P4_S8:    Active                              "
"Access Interval: 1 Jul 2026 00:00:00.000 to 3 Aug 2026 00:00:00.000"
"Regional Acceleration: Automatic                                   "
"Light time delay: Ignored                                          "
"Maximum Sampling Time Step: 360.000 secs                           "
"Minimum Sampling Time Step: 0.010 secs                             "
"Time Convergence: 5.000e-03 secs                                   "
"Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         "


"FOM Properties"
"Maximum Revisit Time                            "
"Minimum number of assets required: 1            "
"Gaps at ends of analysis interval are considered"
"Satisfaction is not enabled                     "
"FOM value range check is not enabled.           "


"Latitude (deg)","Longitude (deg)","FOM Value (min)"
-20.494,68.750,24.085
-20.494,69.398,23.981
-20.494,70.046,24.055
-20.494,70.694,24.066
-20.494,71.343,24.086
-20.494,71.991,24.075
-20.494,72.639,23.960
-20.494,73.287,24.126
-20.494,73.935,23.902
-20.494,74.583,24.063
-20.494,75.231,24.059
-20.494,75.880,23.961
-20.494,76.528,24.081
-20.494,77.176,23.892
-20.494,77.824,24.079
-20.494,78.472,24.114
-20.494,79.120,24.061
-20.494,79.769,24.061
-20.494,80.417,23.932
-20.494,81.065,24.116
-20.494,81.713,23.964
-20.494,82.361,24.133
-20.494,83.009,23.906
-20.494,83.657,24.069
-20.494,84.306,24.120
-20.494,84.954,23.957
-20.494,85.602,24.087
-20.494,86.250,23.891
-20.494,86.898,24.073
-20.494,87.546,24.107
-20.494,88.194,24.067
-20.494,88.843,24.056
-20.494,89.491,23.927
-20.494,90.139,24.109
-20.494,90.787,23.967
-20.494,91.435,24.140
-20.494,92.083,23.909
-20.494,92.731,24.075
-20.494,93.380,24.113
-20.494,94.028,23.953
-20.494,94.676,24.093
-20.000,60.324,23.018
-20.000,60.972,23.010
-20.000,61.620,23.036
-20.000,62.269,23.024
-20.000,62.917,23.025
-20.000,63.565,23.012
-20.000,64.213,23.016
-20.000,64.861,22.994
-20.000,65.509,23.022
-20.000,66.157,23.023
-20.000,66.806,23.004
-20.000,67.454,23.026
-20.000,68.102,22.999
-20.000,68.750,23.015
-20.000,69.398,23.019
-20.000,70.046,23.009
-20.000,70.694,23.035
-20.000,71.343,23.002
-20.000,71.991,23.026
-20.000,72.639,23.013
-20.000,73.287,23.015
-20.000,73.935,22.993
-20.000,74.583,23.023
-20.000,75.231,23.024
-20.000,75.880,23.005
-20.000,76.528,23.025
-20.000,77.176,22.998
-20.000,77.824,23.016
-20.000,78.472,23.019
-20.000,79.120,23.008
-20.000,79.769,23.034
-20.000,80.417,23.001
-20.000,81.065,23.027
-20.000,81.713,23.013
-20.000,82.361,23.014
-20.000,83.009,22.994
-20.000,83.657,23.013
-20.000,84.306,23.025
-20.000,84.954,23.006
-20.000,85.602,23.024
-20.000,86.250,22.997
-20.000,86.898,23.017
-20.000,87.546,23.020
-20.000,88.194,23.007
-20.000,88.843,23.033
-20.000,89.491,23.000
-20.000,90.139,23.028
-20.000,90.787,23.014
-20.000,91.435,23.013
-20.000,92.083,23.039
-20.000,92.731,23.015
-20.000,93.380,23.025
-20.000,94.028,23.007
-20.000,94.676,23.023
-19.506,60.324,22.361
-19.506,60.972,22.353
-19.506,61.620,22.348
-19.506,62.269,22.359
-19.506,62.917,22.366
-19.506,63.565,22.355
-19.506,64.213,22.357
-19.506,64.861,22.352
-19.506,65.509,22.361
-19.506,66.157,22.364
-19.506,66.806,22.355
-19.506,67.454,22.355
-19.506,68.102,22.357
-19.506,68.750,22.360
-19.506,69.398,22.361
-19.506,70.046,22.353
-19.506,70.694,22.348
-19.506,71.343,22.359
-19.506,71.991,22.356
-19.506,72.639,22.355
-19.506,73.287,22.357
-19.506,73.935,22.352
-19.506,74.583,22.360
-19.506,75.231,22.365
-19.506,75.880,22.355
-19.506,76.528,22.355
-19.506,77.176,22.356
-19.506,77.824,22.360
-19.506,78.472,22.361
-19.506,79.120,22.353
-19.506,79.769,22.348
-19.506,80.417,22.359
-19.506,81.065,22.356
-19.506,81.713,22.336
-19.506,82.361,22.352
-19.506,83.009,22.352
-19.506,83.657,22.360
-19.506,84.306,22.365
-19.506,84.954,22.355
-19.506,85.602,22.354
-19.506,86.250,22.356
-19.506,86.898,22.360
-19.506,87.546,22.362
-19.506,88.194,22.353
-19.506,88.843,22.348
-19.506,89.491,22.359
-19.506,90.139,22.356
-19.506,90.787,22.336
-19.506,91.435,22.351
-19.506,92.083,22.351
-19.506,92.731,22.360
-19.506,93.380,22.365
-19.506,94.028,22.354
-19.506,94.676,22.354
-19.012,60.324,10.725
-19.012,60.972,10.689
-19.012,61.620,10.811
-19.012,62.269,10.787
-19.012,62.917,10.687
-19.012,63.565,10.731
-19.012,64.213,10.812
-19.012,64.861,10.796
-19.012,65.509,10.807
-19.012,66.157,10.740
-19.012,66.806,10.765
-19.012,67.454,10.807
-19.012,68.102,10.781
-19.012,68.750,10.818
-19.012,69.398,10.728
-19.012,70.046,10.740
-19.012,70.694,10.814
-19.012,71.343,10.783
-19.012,71.991,10.841
-19.012,72.639,10.727
-19.012,73.287,10.815
-19.012,73.935,10.800
-19.012,74.583,10.803
-19.012,75.231,10.744
-19.012,75.880,10.761
-19.012,76.528,10.811
-19.012,77.176,10.784
-19.012,77.824,10.814
-19.012,78.472,10.731
-19.012,79.120,10.796
-19.012,79.769,10.818
-19.012,80.417,10.780
-19.012,81.065,10.837
-19.012,81.713,10.724
-19.012,82.361,10.819
-19.012,83.009,10.803
-19.012,83.657,10.800
-19.012,84.306,10.747
-19.012,84.954,10.758
-19.012,85.602,10.815
-19.012,86.250,10.787
-19.012,86.898,10.811
-19.012,87.546,10.734
-19.012,88.194,10.792
-19.012,88.843,10.790
-19.012,89.491,10.777
-19.012,90.139,10.833
-19.012,90.787,10.723
-19.012,91.435,10.691
-19.012,92.083,10.806
-19.012,92.731,10.796
-19.012,93.380,10.751
-19.012,94.028,10.754
-19.012,94.676,10.818
-18.519,60.324,9.918
-18.519,60.972,9.901
-18.519,61.620,9.905
-18.519,62.269,9.893
-18.519,62.917,9.904
-18.519,63.565,9.912
-18.519,64.213,9.902
-18.519,64.861,9.895
-18.519,65.509,9.904
-18.519,66.157,9.911
-18.519,66.806,9.904
-18.519,67.454,9.916
-18.519,68.102,9.890
-18.519,68.750,9.893
-18.519,69.398,9.917
-18.519,70.046,9.902
-18.519,70.694,9.904
-18.519,71.343,9.894
-18.519,71.991,9.903
-18.519,72.639,9.921
-18.519,73.287,9.903
-18.519,73.935,9.896
-18.519,74.583,9.895
-18.519,75.231,9.910
-18.519,75.880,9.905
-18.519,76.528,9.915
-18.519,77.176,9.890
-18.519,77.824,9.892
-18.519,78.472,9.916
-18.519,79.120,9.903
-18.519,79.769,9.903
-18.519,80.417,9.895
-18.519,81.065,9.902
-18.519,81.713,9.920
-18.519,82.361,9.904
-18.519,83.009,9.897
-18.519,83.657,9.886
-18.519,84.306,9.909
-18.519,84.954,9.906
-18.519,85.602,9.904
-18.519,86.250,9.891
-18.519,86.898,9.891
-18.519,87.546,9.915
-18.519,88.194,9.904
-18.519,88.843,9.901
-18.519,89.491,9.888
-18.519,90.139,9.901
-18.519,90.787,9.919
-18.519,91.435,9.905
-18.519,92.083,9.898
-18.519,92.731,9.884
-18.519,93.380,9.908
-18.519,94.028,9.907
-18.519,94.676,9.904
-18.025,60.324,9.283
-18.025,60.972,9.291
-18.025,61.620,9.301
-18.025,62.269,9.289
-18.025,62.917,9.305
-18.025,63.565,9.286
-18.025,64.213,9.294
-18.025,64.861,9.299
-18.025,65.509,9.290
-18.025,66.157,9.286
-18.025,66.806,9.288
-18.025,67.454,9.301
-18.025,68.102,9.295
-18.025,68.750,9.297
-18.025,69.398,9.283
-18.025,70.046,9.287
-18.025,70.694,9.302
-18.025,71.343,9.290
-18.025,71.991,9.304
-18.025,72.639,9.286
-18.025,73.287,9.295
-18.025,73.935,9.300
-18.025,74.583,9.290
-18.025,75.231,9.287
-18.025,75.880,9.287
-18.025,76.528,9.296
-18.025,77.176,9.296
-18.025,77.824,9.296
-18.025,78.472,9.282
-18.025,79.120,9.282
-18.025,79.769,9.303
-18.025,80.417,9.290
-18.025,81.065,9.303
-18.025,81.713,9.285
-18.025,82.361,9.295
-18.025,83.009,9.300
-18.025,83.657,9.289
-18.025,84.306,9.291
-18.025,84.954,9.287
-18.025,85.602,9.291
-18.025,86.250,9.296
-18.025,86.898,9.295
-18.025,87.546,9.282
-18.025,88.194,9.277
-18.025,88.843,9.303
-18.025,89.491,9.291
-18.025,90.139,9.303
-18.025,90.787,9.285
-18.025,91.435,9.293
-18.025,92.083,9.301
-18.025,92.731,9.288
-18.025,93.380,9.296
-18.025,94.028,9.286
-18.025,94.676,9.290
-17.531,60.324,8.767
-17.531,60.972,8.752
-17.531,61.620,8.757
-17.531,62.269,8.747
-17.531,62.917,8.759
-17.531,63.565,8.753
-17.531,64.213,8.755
-17.531,64.861,8.755
-17.531,65.509,8.746
-17.531,66.157,8.764
-17.531,66.806,8.755
-17.531,67.454,8.757
-17.531,68.102,8.752
-17.531,68.750,8.752
-17.531,69.398,8.767
-17.531,70.046,8.753
-17.531,70.694,8.757
-17.531,71.343,8.748
-17.531,71.991,8.759
-17.531,72.639,8.750
-17.531,73.287,8.756
-17.531,73.935,8.756
-17.531,74.583,8.745
-17.531,75.231,8.763
-17.531,75.880,8.755
-17.531,76.528,8.759
-17.531,77.176,8.753
-17.531,77.824,8.752
-17.531,78.472,8.766
-17.531,79.120,8.753
-17.531,79.769,8.757
-17.531,80.417,8.748
-17.531,81.065,8.758
-17.531,81.713,8.750
-17.531,82.361,8.756
-17.531,83.009,8.756
-17.531,83.657,8.745
-17.531,84.306,8.763
-17.531,84.954,8.756
-17.531,85.602,8.758
-17.531,86.250,8.753
-17.531,86.898,8.751
-17.531,87.546,8.766
-17.531,88.194,8.754
-17.531,88.843,8.758
-17.531,89.491,8.749
-17.531,90.139,8.757
-17.531,90.787,8.754
-17.531,91.435,8.757
-17.531,92.083,8.756
-17.531,92.731,8.744
-17.531,93.380,8.762
-17.531,94.028,8.757
-17.531,94.676,8.758
-17.037,60.324,8.259
-17.037,60.972,8.252
-17.037,61.620,8.272
-17.037,62.269,8.266
-17.037,62.917,8.258
-17.037,63.565,8.260
-17.037,64.213,8.262
-17.037,64.861,8.271
-17.037,65.509,8.268
-17.037,66.157,8.256
-17.037,66.806,8.247
-17.037,67.454,8.264
-17.037,68.102,8.270
-17.037,68.750,8.274
-17.037,69.398,8.259
-17.037,70.046,8.252
-17.037,70.694,8.272
-17.037,71.343,8.267
-17.037,71.991,8.261
-17.037,72.639,8.260
-17.037,73.287,8.260
-17.037,73.935,8.272
-17.037,74.583,8.267
-17.037,75.231,8.256
-17.037,75.880,8.248
-17.037,76.528,8.265
-17.037,77.176,8.270
-17.037,77.824,8.273
-17.037,78.472,8.259
-17.037,79.120,8.251
-17.037,79.769,8.269
-17.037,80.417,8.267
-17.037,81.065,8.264
-17.037,81.713,8.259
-17.037,82.361,8.257
-17.037,83.009,8.272
-17.037,83.657,8.266
-17.037,84.306,8.255
-17.037,84.954,8.248
-17.037,85.602,8.265
-17.037,86.250,8.271
-17.037,86.898,8.272
-17.037,87.546,8.258
-17.037,88.194,8.250
-17.037,88.843,8.266
-17.037,89.491,8.268
-17.037,90.139,8.267
-17.037,90.787,8.259
-17.037,91.435,8.254
-17.037,92.083,8.273
-17.037,92.731,8.266
-17.037,93.380,8.255
-17.037,94.028,8.249
-17.037,94.676,8.266
-16.543,60.324,7.802
-16.543,60.972,7.797
-16.543,61.620,7.812
-16.543,62.269,7.812
-16.543,62.917,7.799
-16.543,63.565,7.800
-16.543,64.213,7.804
-16.543,64.861,7.814
-16.543,65.509,7.816
-16.543,66.157,7.801
-16.543,66.806,7.796
-16.543,67.454,7.810
-16.543,68.102,7.814
-16.543,68.750,7.817
-16.543,69.398,7.802
-16.543,70.046,7.800
-16.543,70.694,7.809
-16.543,71.343,7.812
-16.543,71.991,7.801
-16.543,72.639,7.801
-16.543,73.287,7.802
-16.543,73.935,7.814
-16.543,74.583,7.816
-16.543,75.231,7.800
-16.543,75.880,7.796
-16.543,76.528,7.809
-16.543,77.176,7.814
-16.543,77.824,7.820
-16.543,78.472,7.801
-16.543,79.120,7.802
-16.543,79.769,7.808
-16.543,80.417,7.813
-16.543,81.065,7.804
-16.543,81.713,7.789
-16.543,82.361,7.799
-16.543,83.009,7.815
-16.543,83.657,7.815
-16.543,84.306,7.800
-16.543,84.954,7.797
-16.543,85.602,7.807
-16.543,86.250,7.815
-16.543,86.898,7.819
-16.543,87.546,7.801
-16.543,88.194,7.803
-16.543,88.843,7.808
-16.543,89.491,7.813
-16.543,90.139,7.807
-16.543,90.787,7.789
-16.543,91.435,7.797
-16.543,92.083,7.815
-16.543,92.731,7.814
-16.543,93.380,7.799
-16.543,94.028,7.797
-16.543,94.676,7.807
-16.049,60.324,8.118
-16.049,60.972,8.103
-16.049,61.620,8.066
-16.049,62.269,8.056
-16.049,62.917,8.109
-16.049,63.565,8.109
-16.049,64.213,8.114
-16.049,64.861,8.064
-16.049,65.509,8.062
-16.049,66.157,8.129
-16.049,66.806,8.099
-16.049,67.454,8.123
-16.049,68.102,8.061
-16.049,68.750,8.067
-16.049,69.398,8.120
-16.049,70.046,8.104
-16.049,70.694,8.068
-16.049,71.343,8.058
-16.049,71.991,8.111
-16.049,72.639,8.111
-16.049,73.287,8.112
-16.049,73.935,8.066
-16.049,74.583,8.060
-16.049,75.231,8.131
-16.049,75.880,8.100
-16.049,76.528,8.121
-16.049,77.176,8.063
-16.049,77.824,8.066
-16.049,78.472,8.122
-16.049,79.120,8.103
-16.049,79.769,8.130
-16.049,80.417,8.060
-16.049,81.065,8.070
-16.049,81.713,8.113
-16.049,82.361,8.110
-16.049,83.009,8.068
-16.049,83.657,8.059
-16.049,84.306,8.133
-16.049,84.954,8.102
-16.049,85.602,8.119
-16.049,86.250,8.065
-16.049,86.898,8.064
-16.049,87.546,8.124
-16.049,88.194,8.101
-16.049,88.843,8.128
-16.049,89.491,8.061
-16.049,90.139,8.068
-16.049,90.787,8.115
-16.049,91.435,8.108
-16.049,92.083,8.069
-16.049,92.731,8.058
-16.049,93.380,8.103
-16.049,94.028,8.104
-16.049,94.676,8.117
-15.556,60.324,9.038
-15.556,60.972,9.031
-15.556,61.620,9.042
-15.556,62.269,8.941
-15.556,62.917,9.044
-15.556,63.565,9.032
-15.556,64.213,9.040
-15.556,64.861,9.011
-15.556,65.509,9.039
-15.556,66.157,9.032
-15.556,66.806,9.023
-15.556,67.454,9.023
-15.556,68.102,9.032
-15.556,68.750,9.017
-15.556,69.398,9.041
-15.556,70.046,9.029
-15.556,70.694,9.039
-15.556,71.343,8.939
-15.556,71.991,9.047
-15.556,72.639,9.034
-15.556,73.287,9.038
-15.556,73.935,9.054
-15.556,74.583,8.950
-15.556,75.231,9.035
-15.556,75.880,9.025
-15.556,76.528,9.020
-15.556,77.176,9.029
-15.556,77.824,9.020
-15.556,78.472,9.022
-15.556,79.120,9.026
-15.556,79.769,9.036
-15.556,80.417,8.941
-15.556,81.065,9.049
-15.556,81.713,9.037
-15.556,82.361,9.035
-15.556,83.009,9.051
-15.556,83.657,8.947
-15.556,84.306,9.038
-15.556,84.954,9.028
-15.556,85.602,9.017
-15.556,86.250,9.026
-15.556,86.898,9.023
-15.556,87.546,9.025
-15.556,88.194,9.023
-15.556,88.843,9.034
-15.556,89.491,9.046
-15.556,90.139,9.052
-15.556,90.787,9.040
-15.556,91.435,9.032
-15.556,92.083,9.048
-15.556,92.731,8.944
-15.556,93.380,9.041
-15.556,94.028,9.030
-15.556,94.676,9.015
-15.062,60.324,12.334
-15.062,60.972,12.346
-15.062,61.620,12.348
-15.062,62.269,10.641
-15.062,62.917,12.346
-15.062,63.565,12.339
-15.062,64.213,12.346
-15.062,64.861,12.351
-15.062,65.509,10.726
-15.062,66.157,12.340
-15.062,66.806,12.343
-15.062,67.454,12.345
-15.062,68.102,12.353
-15.062,68.750,12.350
-15.062,69.398,12.333
-15.062,70.046,12.346
-15.062,70.694,12.348
-15.062,71.343,10.659
-15.062,71.991,12.346
-15.062,72.639,12.339
-15.062,73.287,12.346
-15.062,73.935,12.351
-15.062,74.583,10.698
-15.062,75.231,12.340
-15.062,75.880,12.343
-15.062,76.528,12.345
-15.062,77.176,12.353
-15.062,77.824,12.350
-15.062,78.472,12.333
-15.062,79.120,12.346
-15.062,79.769,12.347
-15.062,80.417,10.679
-15.062,81.065,12.346
-15.062,81.713,12.339
-15.062,82.361,12.346
-15.062,83.009,12.351
-15.062,83.657,10.676
-15.062,84.306,12.340
-15.062,84.954,12.343
-15.062,85.602,12.345
-15.062,86.250,12.353
-15.062,86.898,12.351
-15.062,87.546,12.333
-15.062,88.194,12.346
-15.062,88.843,12.347
-15.062,89.491,10.702
-15.062,90.139,12.346
-15.062,90.787,12.339
-15.062,91.435,12.346
-15.062,92.083,12.351
-15.062,92.731,10.656
-15.062,93.380,12.341
-15.062,94.028,12.343
-15.062,94.676,12.345
-14.568,60.324,13.145
-14.568,60.972,13.138
-14.568,61.620,13.114
-14.568,62.269,13.108
-14.568,62.917,13.114
-14.568,63.565,13.137
-14.568,64.213,13.144
-14.568,64.861,13.113
-14.568,65.509,13.111
-14.568,66.157,13.151
-14.568,66.806,13.128
-14.568,67.454,13.149
-14.568,68.102,13.111
-14.568,68.750,13.112
-14.568,69.398,13.146
-14.568,70.046,13.137
-14.568,70.694,13.115
-14.568,71.343,13.109
-14.568,71.991,13.113
-14.568,72.639,13.138
-14.568,73.287,13.143
-14.568,73.935,13.114
-14.568,74.583,13.112
-14.568,75.231,13.152
-14.568,75.880,13.129
-14.568,76.528,13.148
-14.568,77.176,13.111
-14.568,77.824,13.113
-14.568,78.472,13.147
-14.568,79.120,13.136
-14.568,79.769,13.116
-14.568,80.417,13.109
-14.568,81.065,13.112
-14.568,81.713,13.139
-14.568,82.361,13.142
-14.568,83.009,13.115
-14.568,83.657,13.112
-14.568,84.306,13.118
-14.568,84.954,13.130
-14.568,85.602,13.147
-14.568,86.250,13.112
-14.568,86.898,13.113
-14.568,87.546,13.148
-14.568,88.194,13.135
-14.568,88.843,13.149
-14.568,89.491,13.110
-14.568,90.139,13.112
-14.568,90.787,13.141
-14.568,91.435,13.141
-14.568,92.083,13.116
-14.568,92.731,13.113
-14.568,93.380,13.118
-14.568,94.028,13.131
-14.568,94.676,13.146
-14.074,60.324,25.353
-14.074,60.972,25.354
-14.074,61.620,25.344
-14.074,62.269,25.344
-14.074,62.917,25.346
-14.074,63.565,25.354
-14.074,64.213,25.353
-14.074,64.861,25.338
-14.074,65.509,25.345
-14.074,66.157,25.351
-14.074,66.806,25.352
-14.074,67.454,25.350
-14.074,68.102,25.341
-14.074,68.750,25.344
-14.074,69.398,25.353
-14.074,70.046,25.354
-14.074,70.694,25.345
-14.074,71.343,25.344
-14.074,71.991,25.346
-14.074,72.639,25.354
-14.074,73.287,25.353
-14.074,73.935,25.338
-14.074,74.583,25.345
-14.074,75.231,25.350
-14.074,75.880,25.352
-14.074,76.528,25.350
-14.074,77.176,25.340
-14.074,77.824,25.344
-14.074,78.472,25.353
-14.074,79.120,25.355
-14.074,79.769,25.345
-14.074,80.417,25.343
-14.074,81.065,25.346
-14.074,81.713,25.353
-14.074,82.361,25.353
-14.074,83.009,25.338
-14.074,83.657,25.345
-14.074,84.306,25.350
-14.074,84.954,25.352
-14.074,85.602,25.350
-14.074,86.250,25.340
-14.074,86.898,25.344
-14.074,87.546,25.353
-14.074,88.194,25.355
-14.074,88.843,25.345
-14.074,89.491,25.343
-14.074,90.139,25.346
-14.074,90.787,25.353
-14.074,91.435,25.354
-14.074,92.083,25.339
-14.074,92.731,25.345
-14.074,93.380,25.350
-14.074,94.028,25.352
-14.074,94.676,25.351
-13.580,60.324,26.207
-13.580,60.972,26.197
-13.580,61.620,26.233
-13.580,62.269,26.241
-13.580,62.917,26.209
-13.580,63.565,26.203
-13.580,64.213,26.204
-13.580,64.861,26.263
-13.580,65.509,26.252
-13.580,66.157,26.210
-13.580,66.806,26.197
-13.580,67.454,26.214
-13.580,68.102,26.253
-13.580,68.750,26.260
-13.580,69.398,26.208
-13.580,70.046,26.198
-13.580,70.694,26.234
-13.580,71.343,26.242
-13.580,71.991,26.266
-13.580,72.639,26.204
-13.580,73.287,26.202
-13.580,73.935,26.264
-13.580,74.583,26.250
-13.580,75.231,26.211
-13.580,75.880,26.199
-13.580,76.528,26.212
-13.580,77.176,26.255
-13.580,77.824,26.258
-13.580,78.472,26.209
-13.580,79.120,26.199
-13.580,79.769,26.236
-13.580,80.417,26.243
-13.580,81.065,26.264
-13.580,81.713,26.206
-13.580,82.361,26.201
-13.580,83.009,26.266
-13.580,83.657,26.248
-13.580,84.306,26.212
-13.580,84.954,26.200
-13.580,85.602,26.211
-13.580,86.250,26.257
-13.580,86.898,26.257
-13.580,87.546,26.211
-13.580,88.194,26.200
-13.580,88.843,26.238
-13.580,89.491,26.245
-13.580,90.139,26.263
-13.580,90.787,26.207
-13.580,91.435,26.201
-13.580,92.083,26.268
-13.580,92.731,26.246
-13.580,93.380,26.213
-13.580,94.028,26.201
-13.580,94.676,26.210
-13.086,60.216,38.321
-13.086,60.648,38.311
-13.086,61.080,38.313
-13.086,61.512,38.323
-13.086,61.944,38.323
-13.086,62.377,38.324
-13.086,62.809,38.322
-13.086,63.241,38.321
-13.086,63.673,38.311
-13.086,64.105,38.313
-13.086,64.537,38.323
-13.086,64.969,38.323
-13.086,65.401,38.324
-13.086,65.833,38.322
-13.086,66.265,38.321
-13.086,66.698,38.311
-13.086,67.130,38.313
-13.086,67.562,38.323
-13.086,67.994,38.323
-13.086,68.426,38.324
-13.086,68.858,38.322
-13.086,69.290,38.321
-13.086,69.722,38.311
-13.086,70.154,38.313
-13.086,70.586,38.323
-13.086,71.019,38.323
-13.086,71.451,38.324
-13.086,71.883,38.322
-13.086,72.315,38.321
-13.086,72.747,38.311
-13.086,73.179,38.313
-13.086,73.611,38.323
-13.086,74.043,38.323
-13.086,74.475,38.324
-13.086,74.907,38.322
-13.086,75.340,38.321
-13.086,75.772,38.311
-13.086,76.204,38.313
-13.086,76.636,38.323
-13.086,77.068,38.323
-13.086,77.500,38.324
-13.086,77.932,38.322
-13.086,78.364,38.320
-13.086,78.796,38.312
-13.086,79.228,38.313
-13.086,79.660,38.323
-13.086,80.093,38.323
-13.086,80.525,38.324
-13.086,80.957,38.322
-13.086,81.389,38.320
-13.086,81.821,38.312
-13.086,82.253,38.313
-13.086,82.685,38.323
-13.086,83.117,38.323
-13.086,83.549,38.325
-13.086,83.981,38.323
-13.086,84.414,38.320
-13.086,84.846,38.312
-13.086,85.278,38.313
-13.086,85.710,38.323
-13.086,86.142,38.323
-13.086,86.574,38.325
-13.086,87.006,38.323
-13.086,87.438,38.320
-13.086,87.870,38.311
-13.086,88.302,38.313
-13.086,88.735,38.323
-13.086,89.167,38.323
-13.086,89.599,38.325
-13.086,90.031,38.323
-13.086,90.463,38.320
-13.086,90.895,38.311
-13.086,91.327,38.312
-13.086,91.759,38.324
-13.086,92.191,38.323
-13.086,92.623,38.325
-13.086,93.056,38.323
-13.086,93.488,38.320
-13.086,93.920,38.311
-13.086,94.352,38.312
-13.086,94.784,38.324
-12.593,60.216,39.352
-12.593,60.648,39.322
-12.593,61.080,39.339
-12.593,61.512,39.363
-12.593,61.944,39.329
-12.593,62.377,39.249
-12.593,62.809,39.343
-12.593,63.241,39.353
-12.593,63.673,39.323
-12.593,64.105,39.338
-12.593,64.537,39.362
-12.593,64.969,39.328
-12.593,65.401,39.250
-12.593,65.833,39.344
-12.593,66.265,39.354
-12.593,66.698,39.324
-12.593,67.130,39.337
-12.593,67.562,39.361
-12.593,67.994,39.327
-12.593,68.426,39.251
-12.593,68.858,39.345
-12.593,69.290,39.355
-12.593,69.722,39.325
-12.593,70.154,39.336
-12.593,70.586,39.360
-12.593,71.019,39.326
-12.593,71.451,39.249
-12.593,71.883,39.346
-12.593,72.315,39.356
-12.593,72.747,39.326
-12.593,73.179,39.335
-12.593,73.611,39.359
-12.593,74.043,39.325
-12.593,74.475,39.249
-12.593,74.907,39.347
-12.593,75.340,39.357
-12.593,75.772,39.327
-12.593,76.204,39.334
-12.593,76.636,39.358
-12.593,77.068,39.324
-12.593,77.500,39.250
-12.593,77.932,39.348
-12.593,78.364,39.358
-12.593,78.796,39.328
-12.593,79.228,39.333
-12.593,79.660,39.357
-12.593,80.093,39.323
-12.593,80.525,39.251
-12.593,80.957,39.349
-12.593,81.389,39.359
-12.593,81.821,39.329
-12.593,82.253,39.333
-12.593,82.685,39.356
-12.593,83.117,39.322
-12.593,83.549,39.251
-12.593,83.981,39.350
-12.593,84.414,39.360
-12.593,84.846,39.330
-12.593,85.278,39.332
-12.593,85.710,39.355
-12.593,86.142,39.321
-12.593,86.574,39.252
-12.593,87.006,39.351
-12.593,87.438,39.361
-12.593,87.870,39.331
-12.593,88.302,39.331
-12.593,88.735,39.354
-12.593,89.167,39.320
-12.593,89.599,39.253
-12.593,90.031,39.352
-12.593,90.463,39.362
-12.593,90.895,39.332
-12.593,91.327,39.330
-12.593,91.759,39.353
-12.593,92.191,39.319
-12.593,92.623,39.253
-12.593,93.056,39.353
-12.593,93.488,39.363
-12.593,93.920,39.333
-12.593,94.352,39.329
-12.593,94.784,39.352
-12.099,60.216,51.273
-12.099,60.648,51.252
-12.099,61.080,51.256
-12.099,61.512,51.270
-12.099,61.944,51.257
-12.099,62.377,51.260
-12.099,62.809,51.266
-12.099,63.241,51.272
-12.099,63.673,51.252
-12.099,64.105,51.256
-12.099,64.537,51.270
-12.099,64.969,51.257
-12.099,65.401,51.260
-12.099,65.833,51.266
-12.099,66.265,51.272
-12.099,66.698,51.252
-12.099,67.130,51.256
-12.099,67.562,51.270
-12.099,67.994,51.258
-12.099,68.426,51.260
-12.099,68.858,51.266
-12.099,69.290,51.272
-12.099,69.722,51.252
-12.099,70.154,51.256
