"Coverage Properties"
"LatLon Region Coverage                                             "
"Grid Altitude: 0.0000 (km)                                         "
"Ground Altitude set from grid altitude reference (On ellipsoid)    "
"Resolution: 0.5000 (deg)                                           "
"Number of Points: 10206                                            "
"Assets required for a valid access: At Least 1                     "
"Assigned Assets:                                                   "
"    Constellation/C2:    Active                                    "
"        Satellite/C2_P1_S1:    Active                              "
"        Satellite/C2_P1_S2:    Active                              "
"        Satellite/C2_P1_S3:    Active                              "
"        Satellite/C2_P1_S4:    Active                              "
"        Satellite/C2_P2_S1:    Active                              "
"        Satellite/C2_P2_S2:    Active                              "
"        Satellite/C2_P2_S3:    Active                              "
"        Satellite/C2_P2_S4:    Active                              "
"        Satellite/C2_P3_S1:    Active                              "
"        Satellite/C2_P3_S2:    Active                              "
"        Satellite/C2_P3_S3:    Active                              "
"        Satellite/C2_P3_S4:    Active                              "
"        Satellite/C2_P4_S1:    Active                              "
"        Satellite/C2_P4_S2:    Active                              "
"        Satellite/C2_P4_S3:    Active                              "
"        Satellite/C2_P4_S4:    Active                              "
"        Satellite/C2_P5_S1:    Active                              "
"        Satellite/C2_P5_S2:    Active                              "
"        Satellite/C2_P5_S3:    Active                              "
"        Satellite/C2_P5_S4:    Active                              "
"        Satellite/C2_P6_S1:    Active                              "
"        Satellite/C2_P6_S2:    Active                              "
"        Satellite/C2_P6_S3:    Active                              "
"        Satellite/C2_P6_S4:    Active                              "
"Access Interval: 1 Jul 2026 00:00:00.000 to 3 Aug 2026 00:00:00.000"
"Regional Acceleration: Automatic                                   "
"Light time delay: Ignored                                          "
"Maximum Sampling Time Step: 360.000 secs                           "
"Minimum Sampling Time Step: 0.010 secs                             "
"Time Convergence: 5.000e-03 secs                                   "
"Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         "


"FOM Properties"
"Maximum Revisit Time                            "
"Minimum number of assets required: 1            "
"Gaps at ends of analysis interval are considered"
"Satisfaction is not enabled                     "
"FOM value range check is not enabled.           "


"Latitude (deg)","Longitude (deg)","FOM Value (min)"
-18.519,64.861,38.960
-18.519,65.509,22.021
-18.519,66.157,38.929
-18.519,66.806,38.941
-18.519,67.454,21.963
-18.519,68.102,38.960
-18.519,68.750,21.860
-18.519,69.398,38.934
-18.519,70.046,21.973
-18.519,70.694,38.955
-18.519,71.343,38.959
-18.519,71.991,21.936
-18.519,72.639,38.941
-18.519,73.287,21.868
-18.519,73.935,38.953
-18.519,74.583,21.988
-18.519,75.231,38.930
-18.519,75.880,38.948
-18.519,76.528,22.034
-18.519,77.176,38.952
-18.519,77.824,21.882
-18.519,78.472,38.930
-18.519,79.120,38.953
-18.519,79.769,38.948
-18.519,80.417,38.950
-18.519,81.065,21.984
-18.519,81.713,38.936
-18.519,82.361,22.102
-18.519,83.009,38.960
-18.519,83.657,38.948
-18.519,84.306,38.928
-18.519,84.954,38.941
-18.519,85.602,21.921
-18.519,86.250,38.960
-18.519,86.898,21.893
-18.519,87.546,38.934
-18.519,88.194,22.030
-18.519,88.843,38.951
-18.519,89.491,38.959
-18.519,90.139,21.901
-18.519,90.787,38.941
-18.519,91.435,21.891
-18.519,92.083,38.953
-18.519,92.731,22.045
-18.519,93.380,22.020
-18.519,94.028,38.947
-18.519,94.676,21.972
-18.025,60.324,20.773
-18.025,60.972,20.735
-18.025,61.620,20.796
-18.025,62.269,20.812
-18.025,62.917,20.721
-18.025,63.565,20.751
-18.025,64.213,20.713
-18.025,64.861,20.766
-18.025,65.509,20.697
-18.025,66.157,20.790
-18.025,66.806,20.728
-18.025,67.454,20.693
-18.025,68.102,20.792
-18.025,68.750,20.681
-18.025,69.398,20.768
-18.025,70.046,20.704
-18.025,70.694,20.787
-18.025,71.343,20.779
-18.025,71.991,20.704
-18.025,72.639,20.783
-18.025,73.287,20.680
-18.025,73.935,20.789
-18.025,74.583,20.802
-18.025,75.231,20.726
-18.025,75.880,20.774
-18.025,76.528,20.700
-18.025,77.176,20.810
-18.025,77.824,20.693
-18.025,78.472,20.780
-18.025,79.120,20.742
-18.025,79.769,20.728
-18.025,80.417,20.805
-18.025,81.065,20.714
-18.025,81.713,20.768
-18.025,82.361,20.720
-18.025,83.009,20.774
-18.025,83.657,20.704
-18.025,84.306,20.734
-18.025,84.954,20.735
-18.025,85.602,20.697
-18.025,86.250,20.784
-18.025,86.898,20.682
-18.025,87.546,20.775
-18.025,88.194,20.711
-18.025,88.843,20.794
-18.025,89.491,20.772
-18.025,90.139,20.697
-18.025,90.787,20.790
-18.025,91.435,20.687
-18.025,92.083,20.797
-18.025,92.731,20.795
-18.025,93.380,20.719
-18.025,94.028,20.770
-18.025,94.676,20.693
-17.531,60.324,20.110
-17.531,60.972,20.083
-17.531,61.620,20.073
-17.531,62.269,20.072
-17.531,62.917,20.073
-17.531,63.565,20.092
-17.531,64.213,20.066
-17.531,64.861,20.094
-17.531,65.509,20.060
-17.531,66.157,20.089
-17.531,66.806,20.074
-17.531,67.454,20.043
-17.531,68.102,20.094
-17.531,68.750,20.047
-17.531,69.398,20.106
-17.531,70.046,20.056
-17.531,70.694,20.063
-17.531,71.343,20.113
-17.531,71.991,20.058
-17.531,72.639,20.120
-17.531,73.287,20.037
-17.531,73.935,20.089
-17.531,74.583,20.047
-17.531,75.231,20.076
-17.531,75.880,20.105
-17.531,76.528,20.046
-17.531,77.176,20.107
-17.531,77.824,20.051
-17.531,78.472,20.094
-17.531,79.120,20.088
-17.531,79.769,20.067
-17.531,80.417,20.076
-17.531,81.065,20.068
-17.531,81.713,20.098
-17.531,82.361,20.071
-17.531,83.009,20.089
-17.531,83.657,20.065
-17.531,84.306,20.084
-17.531,84.954,20.080
-17.531,85.602,20.038
-17.531,86.250,20.088
-17.531,86.898,20.052
-17.531,87.546,20.111
-17.531,88.194,20.061
-17.531,88.843,20.057
-17.531,89.491,20.108
-17.531,90.139,20.053
-17.531,90.787,20.101
-17.531,91.435,20.042
-17.531,92.083,20.080
-17.531,92.731,20.052
-17.531,93.380,20.071
-17.531,94.028,20.110
-17.531,94.676,20.040
-17.037,60.324,19.591
-17.037,60.972,19.540
-17.037,61.620,19.569
-17.037,62.269,19.578
-17.037,62.917,19.555
-17.037,63.565,19.585
-17.037,64.213,19.541
-17.037,64.861,19.570
-17.037,65.509,19.567
-17.037,66.157,19.585
-17.037,66.806,19.597
-17.037,67.454,19.553
-17.037,68.102,19.578
-17.037,68.750,19.556
-17.037,69.398,19.586
-17.037,70.046,19.553
-17.037,70.694,19.565
-17.037,71.343,19.565
-17.037,71.991,19.556
-17.037,72.639,19.579
-17.037,73.287,19.543
-17.037,73.935,19.486
-17.037,74.583,19.553
-17.037,75.231,19.572
-17.037,75.880,19.562
-17.037,76.528,19.554
-17.037,77.176,19.578
-17.037,77.824,19.539
-17.037,78.472,19.592
-17.037,79.120,19.544
-17.037,79.769,19.565
-17.037,80.417,19.582
-17.037,81.065,19.551
-17.037,81.713,19.589
-17.037,82.361,19.537
-17.037,83.009,19.567
-17.037,83.657,19.571
-17.037,84.306,19.567
-17.037,84.954,19.593
-17.037,85.602,19.549
-17.037,86.250,19.579
-17.037,86.898,19.560
-17.037,87.546,19.582
-17.037,88.194,19.557
-17.037,88.843,19.561
-17.037,89.491,19.570
-17.037,90.139,19.552
-17.037,90.787,19.597
-17.037,91.435,19.541
-17.037,92.083,19.572
-17.037,92.731,19.557
-17.037,93.380,19.567
-17.037,94.028,19.566
-17.037,94.676,19.550
-16.543,60.324,19.157
-16.543,60.972,19.126
-16.543,61.620,19.153
-16.543,62.269,19.166
-16.543,62.917,19.137
-16.543,63.565,19.170
-16.543,64.213,19.131
-16.543,64.861,19.163
-16.543,65.509,19.156
-16.543,66.157,19.152
-16.543,66.806,19.150
-16.543,67.454,19.143
-16.543,68.102,19.089
-16.543,68.750,19.146
-16.543,69.398,19.086
-16.543,70.046,19.136
-16.543,70.694,19.154
-16.543,71.343,19.152
-16.543,71.991,19.138
-16.543,72.639,19.089
-16.543,73.287,19.135
-16.543,73.935,19.086
-16.543,74.583,19.140
-16.543,75.231,19.152
-16.543,75.880,19.141
-16.543,76.528,19.145
-16.543,77.176,19.164
-16.543,77.824,19.128
-16.543,78.472,19.154
-16.543,79.120,19.129
-16.543,79.769,19.155
-16.543,80.417,19.151
-16.543,81.065,19.134
-16.543,81.713,19.166
-16.543,82.361,19.127
-16.543,83.009,19.159
-16.543,83.657,19.159
-16.543,84.306,19.148
-16.543,84.954,19.140
-16.543,85.602,19.139
-16.543,86.250,19.092
-16.543,86.898,19.149
-16.543,87.546,19.163
-16.543,88.194,19.139
-16.543,88.843,19.151
-16.543,89.491,19.155
-16.543,90.139,19.138
-16.543,90.787,19.085
-16.543,91.435,19.131
-16.543,92.083,19.089
-16.543,92.731,19.144
-16.543,93.380,19.149
-16.543,94.028,19.145
-16.543,94.676,19.142
-16.049,60.324,18.730
-16.049,60.972,18.779
-16.049,61.620,18.801
-16.049,62.269,18.793
-16.049,62.917,18.783
-16.049,63.565,18.740
-16.049,64.213,18.778
-16.049,64.861,18.755
-16.049,65.509,18.780
-16.049,66.157,18.749
-16.049,66.806,18.790
-16.049,67.454,18.789
-16.049,68.102,18.803
-16.049,68.750,18.794
-16.049,69.398,18.737
-16.049,70.046,18.789
-16.049,70.694,18.800
-16.049,71.343,18.797
-16.049,71.991,18.780
-16.049,72.639,18.739
-16.049,73.287,18.784
-16.049,73.935,18.796
-16.049,74.583,18.786
-16.049,75.231,18.786
-16.049,75.880,18.751
-16.049,76.528,18.794
-16.049,77.176,18.745
-16.049,77.824,18.775
-16.049,78.472,18.733
-16.049,79.120,18.782
-16.049,79.769,18.798
-16.049,80.417,18.796
-16.049,81.065,18.780
-16.049,81.713,18.737
-16.049,82.361,18.775
-16.049,83.009,18.758
-16.049,83.657,18.784
-16.049,84.306,18.752
-16.049,84.954,18.793
-16.049,85.602,18.786
-16.049,86.250,18.749
-16.049,86.898,18.797
-16.049,87.546,18.740
-16.049,88.194,18.792
-16.049,88.843,18.797
-16.049,89.491,18.795
-16.049,90.139,18.778
-16.049,90.787,18.736
-16.049,91.435,18.785
-16.049,92.083,18.793
-16.049,92.731,18.789
-16.049,93.380,18.783
-16.049,94.028,18.748
-16.049,94.676,18.791
-15.556,60.324,18.436
-15.556,60.972,18.477
-15.556,61.620,18.464
-15.556,62.269,18.458
-15.556,62.917,18.482
-15.556,63.565,18.440
-15.556,64.213,18.471
-15.556,64.861,18.456
-15.556,65.509,18.472
-15.556,66.157,18.450
-15.556,66.806,18.488
-15.556,67.454,18.482
-15.556,68.102,18.448
-15.556,68.750,18.473
-15.556,69.398,18.444
-15.556,70.046,18.479
-15.556,70.694,18.484
-15.556,71.343,18.485
-15.556,71.991,18.480
-15.556,72.639,18.438
-15.556,73.287,18.482
-15.556,73.935,18.493
-15.556,74.583,18.473
-15.556,75.231,18.487
-15.556,75.880,18.447
-15.556,76.528,18.481
-15.556,77.176,18.447
-15.556,77.824,18.471
-15.556,78.472,18.438
-15.556,79.120,18.480
-15.556,79.769,18.492
-15.556,80.417,18.455
-15.556,81.065,18.480
-15.556,81.713,18.437
-15.556,82.361,18.471
-15.556,83.009,18.459
-15.556,83.657,18.475
-15.556,84.306,18.452
-15.556,84.954,18.445
-15.556,85.602,18.479
-15.556,86.250,18.450
-15.556,86.898,18.471
-15.556,87.546,18.446
-15.556,88.194,18.482
-15.556,88.843,18.482
-15.556,89.491,18.487
-15.556,90.139,18.478
-15.556,90.787,18.440
-15.556,91.435,18.484
-15.556,92.083,18.490
-15.556,92.731,18.476
-15.556,93.380,18.484
-15.556,94.028,18.444
-15.556,94.676,18.479
-15.062,60.324,18.177
-15.062,60.972,18.211
-15.062,61.620,18.202
-15.062,62.269,18.196
-15.062,62.917,18.207
-15.062,63.565,18.182
-15.062,64.213,18.203
-15.062,64.861,18.182
-15.062,65.509,18.203
-15.062,66.157,18.193
-15.062,66.806,18.189
-15.062,67.454,18.210
-15.062,68.102,18.181
-15.062,68.750,18.210
-15.062,69.398,18.187
-15.062,70.046,18.213
-15.062,70.694,18.187
-15.062,71.343,18.190
-15.062,71.991,18.217
-15.062,72.639,18.181
-15.062,73.287,18.204
-15.062,73.935,18.178
-15.062,74.583,18.210
-15.062,75.231,18.186
-15.062,75.880,18.187
-15.062,76.528,18.211
-15.062,77.176,18.181
-15.062,77.824,18.207
-15.062,78.472,18.179
-15.062,79.120,18.214
-15.062,79.769,18.204
-15.062,80.417,18.193
-15.062,81.065,18.215
-15.062,81.713,18.180
-15.062,82.361,18.206
-15.062,83.009,18.184
-15.062,83.657,18.201
-15.062,84.306,18.195
-15.062,84.954,18.187
-15.062,85.602,18.207
-15.062,86.250,18.178
-15.062,86.898,18.208
-15.062,87.546,18.189
-15.062,88.194,18.215
-15.062,88.843,18.216
-15.062,89.491,18.187
-15.062,90.139,18.215
-15.062,90.787,18.183
-15.062,91.435,18.206
-15.062,92.083,18.180
-15.062,92.731,18.212
-15.062,93.380,18.222
-15.062,94.028,18.185
-15.062,94.676,18.214
-14.568,60.324,17.951
-14.568,60.972,17.979
-14.568,61.620,17.950
-14.568,62.269,17.962
-14.568,62.917,17.979
-14.568,63.565,17.955
-14.568,64.213,17.975
-14.568,64.861,17.945
-14.568,65.509,17.970
-14.568,66.157,17.985
-14.568,66.806,17.962
-14.568,67.454,17.980
-14.568,68.102,17.950
-14.568,68.750,17.978
-14.568,69.398,17.961
-14.568,70.046,17.968
-14.568,70.694,17.956
-14.568,71.343,17.958
-14.568,71.991,17.986
-14.568,72.639,17.956
-14.568,73.287,17.974
-14.568,73.935,17.950
-14.568,74.583,17.982
-14.568,75.231,17.958
-14.568,75.880,17.962
-14.568,76.528,17.961
-14.568,77.176,17.951
-14.568,77.824,17.975
-14.568,78.472,17.951
-14.568,79.120,17.981
-14.568,79.769,17.952
-14.568,80.417,17.960
-14.568,81.065,17.977
-14.568,81.713,17.953
-14.568,82.361,17.973
-14.568,83.009,17.947
-14.568,83.657,17.968
-14.568,84.306,17.983
-14.568,84.954,17.960
-14.568,85.602,17.978
-14.568,86.250,17.948
-14.568,86.898,17.976
-14.568,87.546,17.963
-14.568,88.194,17.966
-14.568,88.843,17.958
-14.568,89.491,17.956
-14.568,90.139,17.984
-14.568,90.787,17.957
-14.568,91.435,17.972
-14.568,92.083,17.951
-14.568,92.731,17.964
-14.568,93.380,17.960
-14.568,94.028,17.960
-14.568,94.676,17.963
-14.074,60.324,17.752
-14.074,60.972,17.772
-14.074,61.620,17.754
-14.074,62.269,17.759
-14.074,62.917,17.779
-14.074,63.565,17.755
-14.074,64.213,17.777
-14.074,64.861,17.749
-14.074,65.509,17.767
-14.074,66.157,17.768
-14.074,66.806,17.762
-14.074,67.454,17.764
-14.074,68.102,17.753
-14.074,68.750,17.770
-14.074,69.398,17.763
-14.074,70.046,17.768
-14.074,70.694,17.759
-14.074,71.343,17.757
-14.074,71.991,17.764
-14.074,72.639,17.758
-14.074,73.287,17.733
-14.074,73.935,17.754
-14.074,74.583,17.764
-14.074,75.231,17.761
-14.074,75.880,17.764
-14.074,76.528,17.761
-14.074,77.176,17.753
-14.074,77.824,17.773
-14.074,78.472,17.754
-14.074,79.120,17.770
-14.074,79.769,17.756
-14.074,80.417,17.757
-14.074,81.065,17.777
-14.074,81.713,17.753
-14.074,82.361,17.776
-14.074,83.009,17.751
-14.074,83.657,17.765
-14.074,84.306,17.770
-14.074,84.954,17.760
-14.074,85.602,17.766
-14.074,86.250,17.752
-14.074,86.898,17.773
-14.074,87.546,17.765
-14.074,88.194,17.766
-14.074,88.843,17.761
-14.074,89.491,17.755
-14.074,90.139,17.766
-14.074,90.787,17.759
-14.074,91.435,17.772
-14.074,92.083,17.756
-14.074,92.731,17.762
-14.074,93.380,17.762
-14.074,94.028,17.762
-14.074,94.676,17.763
-13.580,60.324,17.579
-13.580,60.972,17.598
-13.580,61.620,17.583
-13.580,62.269,17.589
-13.580,62.917,17.589
-13.580,63.565,17.582
-13.580,64.213,17.598
-13.580,64.861,17.581
-13.580,65.509,17.593
-13.580,66.157,17.582
-13.580,66.806,17.587
-13.580,67.454,17.593
-13.580,68.102,17.585
-13.580,68.750,17.599
-13.580,69.398,17.578
-13.580,70.046,17.593
-13.580,70.694,17.588
-13.580,71.343,17.589
-13.580,71.991,17.593
-13.580,72.639,17.584
-13.580,73.287,17.596
-13.580,73.935,17.585
-13.580,74.583,17.593
-13.580,75.231,17.587
-13.580,75.880,17.590
-13.580,76.528,17.600
-13.580,77.176,17.582
-13.580,77.824,17.596
-13.580,78.472,17.580
-13.580,79.120,17.596
-13.580,79.769,17.584
-13.580,80.417,17.587
-13.580,81.065,17.591
-13.580,81.713,17.581
-13.580,82.361,17.602
-13.580,83.009,17.580
-13.580,83.657,17.592
-13.580,84.306,17.584
-13.580,84.954,17.586
-13.580,85.602,17.594
-13.580,86.250,17.584
-13.580,86.898,17.601
-13.580,87.546,17.577
-13.580,88.194,17.591
-13.580,88.843,17.590
-13.580,89.491,17.588
-13.580,90.139,17.595
-13.580,90.787,17.583
-13.580,91.435,17.595
-13.580,92.083,17.586
-13.580,92.731,17.592
-13.580,93.380,17.588
-13.580,94.028,17.589
-13.580,94.676,17.599
-13.086,60.216,17.444
-13.086,60.648,17.438
-13.086,61.080,17.433
-13.086,61.512,17.444
-13.086,61.944,17.417
-13.086,62.377,17.435
-13.086,62.809,17.436
-13.086,63.241,17.415
-13.086,63.673,17.444
-13.086,64.105,17.435
-13.086,64.537,17.439
-13.086,64.969,17.450
-13.086,65.401,17.439
-13.086,65.833,17.438
-13.086,66.265,17.444
-13.086,66.698,17.439
-13.086,67.130,17.433
-13.086,67.562,17.444
-13.086,67.994,17.417
-13.086,68.426,17.436
-13.086,68.858,17.435
-13.086,69.290,17.415
-13.086,69.722,17.444
-13.086,70.154,17.435
-13.086,70.586,17.439
-13.086,71.019,17.446
-13.086,71.451,17.440
-13.086,71.883,17.437
-13.086,72.315,17.443
-13.086,72.747,17.420
-13.086,73.179,17.432
-13.086,73.611,17.443
-13.086,74.043,17.418
-13.086,74.475,17.436
-13.086,74.907,17.435
-13.086,75.340,17.415
-13.086,75.772,17.445
-13.086,76.204,17.436
-13.086,76.636,17.439
-13.086,77.068,17.446
-13.086,77.500,17.440
-13.086,77.932,17.437
-13.086,78.364,17.443
-13.086,78.796,17.420
-13.086,79.228,17.432
-13.086,79.660,17.443
-13.086,80.093,17.418
-13.086,80.525,17.437
-13.086,80.957,17.434
-13.086,81.389,17.416
-13.086,81.821,17.445
-13.086,82.253,17.436
-13.086,82.685,17.438
-13.086,83.117,17.446
-13.086,83.549,17.441
-13.086,83.981,17.436
-13.086,84.414,17.443
-13.086,84.846,17.419
-13.086,85.278,17.431
-13.086,85.710,17.442
-13.086,86.142,17.419
-13.086,86.574,17.437
-13.086,87.006,17.434
-13.086,87.438,17.416
-13.086,87.870,17.446
-13.086,88.302,17.436
-13.086,88.735,17.438
-13.086,89.167,17.445
-13.086,89.599,17.441
-13.086,90.031,17.436
-13.086,90.463,17.442
-13.086,90.895,17.419
-13.086,91.327,17.431
-13.086,91.759,17.442
-13.086,92.191,17.419
-13.086,92.623,17.437
-13.086,93.056,17.434
-13.086,93.488,17.417
-13.086,93.920,17.446
-13.086,94.352,17.437
-13.086,94.784,17.437
-12.593,60.216,17.299
-12.593,60.648,17.299
-12.593,61.080,17.306
-12.593,61.512,17.317
-12.593,61.944,17.296
-12.593,62.377,17.307
-12.593,62.809,17.311
-12.593,63.241,17.295
-12.593,63.673,17.318
-12.593,64.105,17.310
-12.593,64.537,17.315
-12.593,64.969,17.299
-12.593,65.401,17.313
-12.593,65.833,17.315
-12.593,66.265,17.321
-12.593,66.698,17.299
-12.593,67.130,17.306
-12.593,67.562,17.316
-12.593,67.994,17.296
-12.593,68.426,17.307
-12.593,68.858,17.310
-12.593,69.290,17.295
-12.593,69.722,17.319
-12.593,70.154,17.311
-12.593,70.586,17.315
-12.593,71.019,17.322
-12.593,71.451,17.313
-12.593,71.883,17.314
-12.593,72.315,17.321
-12.593,72.747,17.298
-12.593,73.179,17.306
-12.593,73.611,17.316
-12.593,74.043,17.295
-12.593,74.475,17.308
-12.593,74.907,17.310
-12.593,75.340,17.295
-12.593,75.772,17.319
-12.593,76.204,17.311
-12.593,76.636,17.315
-12.593,77.068,17.322
-12.593,77.500,17.313
-12.593,77.932,17.314
-12.593,78.364,17.321
-12.593,78.796,17.298
-12.593,79.228,17.305
-12.593,79.660,17.316
-12.593,80.093,17.295
-12.593,80.525,17.308
-12.593,80.957,17.309
-12.593,81.389,17.294
-12.593,81.821,17.300
-12.593,82.253,17.311
-12.593,82.685,17.314
-12.593,83.117,17.322
-12.593,83.549,17.314
-12.593,83.981,17.314
-12.593,84.414,17.320
-12.593,84.846,17.298
-12.593,85.278,17.306
-12.593,85.710,17.315
-12.593,86.142,17.296
-12.593,86.574,17.301
-12.593,87.006,17.309
-12.593,87.438,17.294
-12.593,87.870,17.300
-12.593,88.302,17.312
-12.593,88.735,17.314
-12.593,89.167,17.321
-12.593,89.599,17.314
-12.593,90.031,17.313
-12.593,90.463,17.320
-12.593,90.895,17.297
-12.593,91.327,17.306
-12.593,91.759,17.315
-12.593,92.191,17.296
-12.593,92.623,17.301
-12.593,93.056,17.309
-12.593,93.488,17.294
-12.593,93.920,17.299
-12.593,94.352,17.312
-12.593,94.784,17.314
-12.099,60.216,17.197
-12.099,60.648,17.198
-12.099,61.080,17.209
-12.099,61.512,17.201
-12.099,61.944,17.197
-12.099,62.377,17.203
-12.099,62.809,17.208
-12.099,63.241,17.196
-12.099,63.673,17.202
-12.099,64.105,17.207
-12.099,64.537,17.212
-12.099,64.969,17.196
-12.099,65.401,17.211
-12.099,65.833,17.212
-12.099,66.265,17.198
-12.099,66.698,17.198
-12.099,67.130,17.209
-12.099,67.562,17.201
-12.099,67.994,17.196
-12.099,68.426,17.202
-12.099,68.858,17.208
-12.099,69.290,17.196
-12.099,69.722,17.202
-12.099,70.154,17.207
-12.099,70.586,17.212
-12.099,71.019,17.195
-12.099,71.451,17.211
-12.099,71.883,17.211
-12.099,72.315,17.198
-12.099,72.747,17.198
-12.099,73.179,17.210
-12.099,73.611,17.202
-12.099,74.043,17.196
-12.099,74.475,17.202
-12.099,74.907,17.207
-12.099,75.340,17.196
-12.099,75.772,17.202
-12.099,76.204,17.207
-12.099,76.636,17.211
-12.099,77.068,17.195
-12.099,77.500,17.212
-12.099,77.932,17.211
-12.099,78.364,17.198
-12.099,78.796,17.197
-12.099,79.228,17.210
-12.099,79.660,17.202
-12.099,80.093,17.196
-12.099,80.525,17.202
-12.099,80.957,17.207
-12.099,81.389,17.196
-12.099,81.821,17.202
-12.099,82.253,17.206
-12.099,82.685,17.211
-12.099,83.117,17.195
-12.099,83.549,17.212
-12.099,83.981,17.211
-12.099,84.414,17.198
-12.099,84.846,17.197
-12.099,85.278,17.210
-12.099,85.710,17.202
-12.099,86.142,17.196
-12.099,86.574,17.202
-12.099,87.006,17.207
-12.099,87.438,17.195
-12.099,87.870,17.201
-12.099,88.302,17.206
-12.099,88.735,17.211
-12.099,89.167,17.194
-12.099,89.599,17.212
-12.099,90.031,17.210
-12.099,90.463,17.199
-12.099,90.895,17.197
-12.099,91.327,17.210
-12.099,91.759,17.203
-12.099,92.191,17.196
-12.099,92.623,17.201
-12.099,93.056,17.207
-12.099,93.488,17.195
-12.099,93.920,17.201
-12.099,94.352,17.206
-12.099,94.784,17.210
-11.605,60.216,17.202
-11.605,60.648,17.195
-11.605,61.080,17.200
-11.605,61.512,17.198
-11.605,61.944,17.196
-11.605,62.377,17.192
-11.605,62.809,17.197
-11.605,63.241,17.194
-11.605,63.673,17.198
-11.605,64.105,17.201
-11.605,64.537,17.203
-11.605,64.969,17.197
-11.605,65.401,17.200
-11.605,65.833,17.208
-11.605,66.265,17.202
-11.605,66.698,17.196
-11.605,67.130,17.200
-11.605,67.562,17.199
-11.605,67.994,17.196
-11.605,68.426,17.192
-11.605,68.858,17.197
-11.605,69.290,17.194
-11.605,69.722,17.197
-11.605,70.154,17.200
-11.605,70.586,17.203
-11.605,71.019,17.196
-11.605,71.451,17.199
-11.605,71.883,17.208
-11.605,72.315,17.202
-11.605,72.747,17.196
-11.605,73.179,17.201
-11.605,73.611,17.199
-11.605,74.043,17.196
-11.605,74.475,17.192
-11.605,74.907,17.197
-11.605,75.340,17.194
-11.605,75.772,17.197
-11.605,76.204,17.200
-11.605,76.636,17.203
-11.605,77.068,17.196
-11.605,77.500,17.199
-11.605,77.932,17.187
-11.605,78.364,17.203
-11.605,78.796,17.196
-11.605,79.228,17.201
-11.605,79.660,17.199
-11.605,80.093,17.196
-11.605,80.525,17.193
-11.605,80.957,17.198
-11.605,81.389,17.194
-11.605,81.821,17.197
-11.605,82.253,17.200
-11.605,82.685,17.204
-11.605,83.117,17.196
-11.605,83.549,17.199
-11.605,83.981,17.187
-11.605,84.414,17.203
-11.605,84.846,17.196
-11.605,85.278,17.201
-11.605,85.710,17.199
-11.605,86.142,17.197
-11.605,86.574,17.193
-11.605,87.006,17.198
-11.605,87.438,17.194
-11.605,87.870,17.197
-11.605,88.302,17.200
-11.605,88.735,17.204
-11.605,89.167,17.196
-11.605,89.599,17.199
-11.605,90.031,17.186
-11.605,90.463,17.203
-11.605,90.895,17.197
-11.605,91.327,17.201
-11.605,91.759,17.200
-11.605,92.191,17.197
-11.605,92.623,17.193
-11.605,93.056,17.198
-11.605,93.488,17.195
-11.605,93.920,17.196
-11.605,94.352,17.200
-11.605,94.784,17.204
-11.111,60.216,17.317
-11.111,60.648,17.324
-11.111,61.080,17.324
-11.111,61.512,17.327
-11.111,61.944,17.326
-11.111,62.377,17.332
-11.111,62.809,17.334
-11.111,63.241,17.329
-11.111,63.673,17.332
-11.111,64.105,17.320
-11.111,64.537,17.327
-11.111,64.969,17.320
-11.111,65.401,17.324
-11.111,65.833,17.323
-11.111,66.265,17.317
-11.111,66.698,17.320
-11.111,67.130,17.323
-11.111,67.562,17.327
-11.111,67.994,17.326
-11.111,68.426,17.332
-11.111,68.858,17.334
-11.111,69.290,17.329
-11.111,69.722,17.331
-11.111,70.154,17.320
-11.111,70.586,17.327
-11.111,71.019,17.320
-11.111,71.451,17.324
-11.111,71.883,17.323
-11.111,72.315,17.317
-11.111,72.747,17.320
-11.111,73.179,17.323
-11.111,73.611,17.328
-11.111,74.043,17.325
-11.111,74.475,17.332
-11.111,74.907,17.334
-11.111,75.340,17.330
-11.111,75.772,17.331
-11.111,76.204,17.321
-11.111,76.636,17.319
-11.111,77.068,17.321
-11.111,77.500,17.325
-11.111,77.932,17.323
-11.111,78.364,17.318
-11.111,78.796,17.320
-11.111,79.228,17.323
-11.111,79.660,17.328
-11.111,80.093,17.326
-11.111,80.525,17.331
-11.111,80.957,17.335
-11.111,81.389,17.330
-11.111,81.821,17.331
-11.111,82.253,17.321
-11.111,82.685,17.320
-11.111,83.117,17.321
-11.111,83.549,17.325
-11.111,83.981,17.322
-11.111,84.414,17.327
-11.111,84.846,17.320
-11.111,85.278,17.322
-11.111,85.710,17.328
-11.111,86.142,17.326
-11.111,86.574,17.331
-11.111,87.006,17.335
-11.111,87.438,17.330
-11.111,87.870,17.330
-11.111,88.302,17.321
-11.111,88.735,17.320
-11.111,89.167,17.321
-11.111,89.599,17.325
-11.111,90.031,17.322
-11.111,90.463,17.327
-11.111,90.895,17.319
-11.111,91.327,17.322
-11.111,91.759,17.329
-11.111,92.191,17.326
-11.111,92.623,17.331
-11.111,93.056,17.335
-11.111,93.488,17.331
-11.111,93.920,17.330
-11.111,94.352,17.321
-11.111,94.784,17.320
-10.617,60.216,17.486
-10.617,60.648,17.493
-10.617,61.080,17.490
-10.617,61.512,17.484
-10.617,61.944,17.477
-10.617,62.377,17.477
